id,transaction_time,card_token,merchant_address_country,cost_region,transaction_type,transaction_cost_type,transaction_personal_details_input,transaction_card_ownership_proof_method,state,decline_reason,amount_currency,amount_value,billing_amount_currency,billing_amount_value,interchange_currency,inter_change_fee,merchant_name,category
225080,2018-04-26 4:19:19,eaaf3389-c752-4d46-ae9d-243786729e93,JP,Intra,POS_PURCHASE,POS/ECOM,STRIPE,UNKNOWN,SUCCESS,,JPY,108.00,GBP,0.72,GBP,0.01,FAMILYMART,MiscellaneousFoodStoresConven
225104,2018-04-26 4:55:01,1dd8a7d2-5719-4b56-9432-f4f40131a4f3,NO,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,NOK,200.00,GBP,18.22,GBP,0.04,Q-PARK BANKPLAS,RMiscellaneousAndSpecial
225114,2018-04-26 5:06:24,7bab70c6-42f1-4991-9183-e7e4540815aa,GB,Domestic,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,GBP,500.00,GBP,500.00,GBP,1.00,Revolut*4422*,RFinancialInstitutionsMe
225117,2018-04-26 5:08:03,e3be5bda-2ffa-409c-a26f-53690f768b71,GB,Domestic,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,CHF,"1,351.64",CHF,"1,351.64",CHF,2.70,EASYJET AIRLINE COMPAN,MigratedMcc
225120,2018-04-26 5:08:26,1066f5b2-f358-40a3-b4a3-1b875a1a2388,HK,Intra,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,HKD,35.80,GBP,3.28,GBP,0.05,3HREESIXTY - 381,GroceryStoresSupermarkets
225123,2018-04-26 5:09:27,d3dd0799-2e78-4244-8bf1-700ad9027ba0,IE,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,UNKNOWN,SUCCESS,,GBP,17.49,GBP,17.49,GBP,0.03,ITUNES.COM/BILL,RecordShops
225130,2018-04-26 5:15:26,b3abaf11-1854-4770-bfda-9cd016e162fc,ES,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,EUR,5.14,EUR,5.14,EUR,0.01,OMI EUROPA SL,MotorFreightCarriersTrucking
225134,2018-04-26 5:17:24,449b499e-4c3c-4ea8-8a03-1603551edf2e,US,Intra,POS_PURCHASE,POS/ECOM,STRIPE,NONE,SUCCESS,,USD,13.20,USD,13.20,USD,0.15,BJ'S RESTAURANT 535,EatingPlacesRestaurants
225145,2018-04-26 5:23:09,2c016bf2-3724-4641-b5e6-d31c356af1f7,NL,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,ZAR,46.00,GBP,2.67,GBP,0.01,UBER TRIP WOLRV HELP.U,Limousines
225184,2018-04-26 5:51:02,b10ecfc6-162b-411b-9643-44c0e11df212,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,2.47,EUR,2.47,EUR,0.00,VEERENNI CAFE .VEERENN,FastFoodRestaurants
225193,2018-04-26 5:55:11,e9a84470-58ca-4945-8afa-6b03b7f384e6,IE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,5.50,EUR,5.50,EUR,0.01,MARQUETTE,EatingPlacesRestaurants
225211,2018-04-26 6:08:32,f6fec1d5-faf0-4b33-b0ea-5b9ed3789ca6,GE,Intra,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,GEL,560.00,GBP,165.47,GBP,-1.16,ATM TBC-642(Airports-2,ZMemberFinancialInstitut
225217,2018-04-26 6:09:49,e9a84470-58ca-4945-8afa-6b03b7f384e6,IE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,12.55,EUR,12.55,EUR,0.03,WH SMITH,NewsDealersAndNewsstands
225226,2018-04-26 6:13:52,013488d5-3f75-4b90-b763-834b873e643a,HU,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,HUF,"25,000.00",GBP,70.16,GBP,-0.52,OTP,ZMemberFinancialInstitut
225238,2018-04-26 6:19:53,3cc4930c-ef99-45ac-848c-93814ae9bca2,HU,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,HUF,418.00,GBP,1.17,GBP,0.00,M?V-START,RailroadsFreight
225245,2018-04-26 6:22:45,4276e10c-693c-4bd9-99e0-4b399281bed7,EE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,8.00,EUR,8.00,EUR,0.02,TAKSO -ARTUR RODNO.PAE,Limousines
225255,2018-04-26 6:25:19,37bba6ea-0b31-4aad-b471-205c601d85e3,RO,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,RON,148.15,GBP,27.84,GBP,0.06,LIDL 827 IASI,GroceryStoresSupermarkets
225273,2018-04-26 6:34:48,315cf5b9-df03-48cb-a3e8-50038bd91a94,GB,Domestic,POS_PURCHASE,POS/ECOM,MANUAL,NONE,SUCCESS,,GBP,4.30,GBP,4.30,GBP,0.01,Trainline,PassengerRailways
225280,2018-04-26 6:36:45,dfdcc019-24e8-4c1e-8f7f-c03dccae29ab,GB,Domestic,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,GBP,199.00,GBP,199.00,GBP,0.40,MBNA LIMITED APP,RFinancialInstitutionsMe
225281,2018-04-26 6:37:09,b3abaf11-1854-4770-bfda-9cd016e162fc,NL,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,EUR,1.00,EUR,1.00,EUR,0.00,ADY*NETFLIX,CableSatelliteAndOtherPay
225282,2018-04-26 6:37:12,b3abaf11-1854-4770-bfda-9cd016e162fc,NL,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,EUR,10.99,EUR,10.99,EUR,0.02,NETFLIX.COM,CableSatelliteAndOtherPay
225305,2018-04-26 6:48:12,b7ec37d0-e6d0-4ed5-a8e2-d4d5972c80db,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,3.85,GBP,3.85,GBP,0.01,PRET A MANGER,EatingPlacesRestaurants
225344,2018-04-26 7:01:44,561c9d38-6b5e-45c4-99f5-27a95346455b,HU,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,HUF,"1,993.00",GBP,5.62,GBP,0.01,TIP-TOP ABC,GroceryStoresSupermarkets
225428,2018-04-26 7:10:30,4e72c770-4549-4071-8935-ba73c299fd81,PL,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,PLN,26.11,PLN,26.11,PLN,0.05,LIDL PISKORZEWIE,GroceryStoresSupermarkets
225436,2018-04-26 7:12:37,63221deb-6e47-49b8-834f-73bd5b20652d,US,Intra,ECOM_PURCHASE,POS/ECOM,ECOM,UNKNOWN,SUCCESS,,USD,7.98,USD,7.98,USD,0.13,LYFT   *TEMP AUTH,Limousines
225449,2018-04-26 7:17:58,4cdf260b-1ecc-4802-9d8f-6e131deeaa8d,SE,Inter,POS_PURCHASE,POS/ECOM,CHIP,NONE,SUCCESS,,SEK,45.00,GBP,3.78,GBP,0.01,QPark Cale,AutomobileParkingLotsAndGara
225452,2018-04-26 7:18:50,a4c75a21-630f-4b8a-a032-958df6f7e835,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,4.98,GBP,4.98,GBP,0.01,PRET A MANGER,EatingPlacesRestaurants
225464,2018-04-26 7:22:18,ed39695c-a026-42ce-865d-8062a56ec18b,EE,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,EUR,2.80,EUR,2.80,EUR,0.01,TAXIFY 20180426_1014,Limousines
225497,2018-04-26 7:30:24,4e72c770-4549-4071-8935-ba73c299fd81,PL,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,PLN,71.68,PLN,71.68,PLN,0.14,Leroy Merlin Kalisz,HomeSupplyWarehouseStores
225517,2018-04-26 7:34:36,888fa646-eeb5-468f-bb8d-1d01b9f6fd1b,FI,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,EUR,18.00,EUR,18.00,EUR,0.04,HSL Mobiililippu,TransportationSuburbanAndLoca
225526,2018-04-26 7:36:56,888fa646-eeb5-468f-bb8d-1d01b9f6fd1b,FI,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,EUR,18.00,EUR,18.00,EUR,0.04,HSL Mobiililippu,TransportationSuburbanAndLoca
225534,2018-04-26 7:38:19,12ee90bb-b6a5-4ef9-94d7-732bb12c5595,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,2.50,EUR,2.50,EUR,0.01,LEVAIN PAGAR,Bakeries
225539,2018-04-26 7:39:16,888fa646-eeb5-468f-bb8d-1d01b9f6fd1b,FI,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,EUR,18.00,EUR,18.00,EUR,0.04,HSL Mobiililippu,TransportationSuburbanAndLoca
225541,2018-04-26 7:39:47,888fa646-eeb5-468f-bb8d-1d01b9f6fd1b,FI,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,EUR,13.50,EUR,13.50,EUR,0.03,HSL Mobiililippu,TransportationSuburbanAndLoca
225544,2018-04-26 7:40:18,888fa646-eeb5-468f-bb8d-1d01b9f6fd1b,FI,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,EUR,6.70,EUR,6.70,EUR,0.01,HSL Mobiililippu,TransportationSuburbanAndLoca
225568,2018-04-26 7:45:45,12ee90bb-b6a5-4ef9-94d7-732bb12c5595,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,3.25,EUR,3.25,EUR,0.01,ICA AB/POSTIMAJA RIMI,GroceryStoresSupermarkets
225586,2018-04-26 7:50:40,4e722d62-9d73-44e3-ac86-87c842a9bf07,ZA,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,ZAR,80.37,GBP,4.67,GBP,0.05,WOOLWORTHS,GroceryStoresSupermarkets
225597,2018-04-26 7:54:02,adb3c184-33e3-4a47-8493-78cc117a9c85,KE,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,KES,"11,499.00",GBP,82.41,GBP,0.91,SAFARICOM SARIT CENTRE,TelecommunicationServicesPrepa
225610,2018-04-26 7:57:47,8c0b0603-12a6-47b5-82fa-3ffa87a0b88c,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,5.50,GBP,5.50,GBP,0.01,SUBWAY,EatingPlacesRestaurants
225613,2018-04-26 7:58:47,e2ee3095-4b28-4831-b0f2-393c7c50c22a,RO,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,RON,103.35,GBP,19.42,GBP,0.04,KAUFLAND ROMANIA SCS,GroceryStoresSupermarkets
225615,2018-04-26 7:59:30,12f04e17-a43f-4160-98a0-3ac8043a7072,PT,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,10.00,EUR,10.00,EUR,0.02,HOLIDAY INN HOTEL EX,HolidayInns
225617,2018-04-26 7:59:57,fc0a3498-837c-4941-baec-0bbf7ef246da,PT,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,EUR,30.00,EUR,30.00,EUR,-0.54,Intermarche V N Barqu,ZMemberFinancialInstitut
225639,2018-04-26 8:05:57,ab3f3970-5740-424e-b147-9ccb4d4f2edb,PL,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,PLN,54.60,PLN,54.60,PLN,0.11,COLUMBUS COFFEE,EatingPlacesRestaurants
225667,2018-04-26 8:14:01,08084088-eba1-4d30-a2b3-81972d9c1abd,AU,Intra,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,FAIL,INSUFFICIENT_FUNDS,AUD,12.80,,,,,MCDONALDS WARRIEWOOD,FastFoodRestaurants
225673,2018-04-26 8:16:11,561c9d38-6b5e-45c4-99f5-27a95346455b,HU,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,HUF,"1,683.00",GBP,4.72,GBP,0.01,OLAJFA PATIKA,DrugStoresPharmacies
225675,2018-04-26 8:16:31,08084088-eba1-4d30-a2b3-81972d9c1abd,AU,Intra,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,FAIL,INSUFFICIENT_FUNDS,AUD,12.80,,,,,MCDONALDS WARRIEWOOD,FastFoodRestaurants
225676,2018-04-26 8:16:38,b32a4ae8-2a96-4c9d-986d-403282d5d276,ES,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,EUR,220.00,EUR,220.00,EUR,-0.76,BANKIA      0449,ZMemberFinancialInstitut
225678,2018-04-26 8:16:47,08084088-eba1-4d30-a2b3-81972d9c1abd,AU,Intra,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,FAIL,INSUFFICIENT_FUNDS,AUD,12.80,,,,,MCDONALDS WARRIEWOOD,FastFoodRestaurants
225681,2018-04-26 8:17:27,6fc2a097-de37-461a-abc8-d855e86db62b,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,2.45,GBP,2.45,GBP,0.00,SAINSBURYS LOC4003,GroceryStoresSupermarkets
225689,2018-04-26 8:19:27,6fc2a097-de37-461a-abc8-d855e86db62b,GB,Domestic,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,GBP,12.70,GBP,12.70,GBP,0.03,LONDON TRANSPORT,PassengerRailways
225694,2018-04-26 8:21:11,1f6b12b8-f3ff-4128-b45f-2cbd18fe3c8b,IE,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,UNKNOWN,FAIL,INSUFFICIENT_FUNDS,GBP,1.00,,,,,J2 *ERECEPTIONIST,DirectMarketingContinuitySubs
225706,2018-04-26 8:23:47,271f1d2d-6a6c-4508-8016-8bfa7725a32c,CH,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,CHF,3.60,CHF,3.60,CHF,0.03,CERN SNACKING,EatingPlacesRestaurants
225714,2018-04-26 8:25:01,4c029044-9688-4314-b121-4391a4f63d79,SE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,SEK,20.00,GBP,1.67,GBP,0.00,MAXI ICA STORMARKNAD K,MiscellaneousFoodStoresConven
225721,2018-04-26 8:25:48,487ff04f-4684-42fe-8c4c-094317c93d4d,GB,Domestic,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,CHF,320.00,CHF,320.00,CHF,0.64,Revolut*5656*,RFinancialInstitutionsMe
225732,2018-04-26 8:29:23,8d192c45-5e92-4642-959e-bba1d95ed638,ES,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,3.30,EUR,3.30,EUR,0.01,CAFETERIA UEN-2,EatingPlacesRestaurants
225758,2018-04-26 8:37:08,e9a84470-58ca-4945-8afa-6b03b7f384e6,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,3.90,GBP,3.90,GBP,0.01,M&S SIMPLY FOOD - SSP,MiscellaneousFoodStoresConven
225795,2018-04-26 8:48:01,e294deea-00cf-4876-b29b-e1ef19d1988f,LT,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,2.00,EUR,2.00,EUR,0.00,VS FITNESS ISLANDIJOS,ClubsCountryClubsMembership
225796,2018-04-26 8:48:31,4cdf260b-1ecc-4802-9d8f-6e131deeaa8d,SE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,SEK,84.00,GBP,7.06,GBP,0.01,WAYNES COFFEE,FastFoodRestaurants
225802,2018-04-26 8:50:46,f5a584ab-4f61-4880-81c3-ca82cb54b1dd,NL,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,4.34,EUR,4.34,EUR,0.01,LIDL 458 DELFT,GroceryStoresSupermarkets
225803,2018-04-26 8:50:49,2f14fa6f-9358-4f88-af2c-bc8ebc296080,PT,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,125.83,EUR,125.83,EUR,0.25,GAIARTS HOSPITAL,Hospitals
225818,2018-04-26 8:53:13,65fa199c-d6fe-43fb-9fa7-205a681b645d,LU,Intra,ECOM_PURCHASE,POS/ECOM,ECOM,UNKNOWN,SUCCESS,,GBP,16.79,GBP,16.79,GBP,0.03,AMAZON UK MARKETPLACE,BookStores
225841,2018-04-26 8:56:57,a52e2387-9421-46ae-be22-4cc18b010eba,GR,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,EUR,357.25,EUR,357.25,EUR,0.71,TRIPSTA 05,TravelAgenciesAndTourOperato
225848,2018-04-26 8:58:35,b12e033a-c974-4b2b-8736-ee70504344d9,PL,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,PLN,49.98,PLN,49.98,PLN,0.10,TCHIBO,DepartmentStores
225867,2018-04-26 9:02:50,df82524f-4d8d-47c7-aa15-1aeb78516321,ES,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,134.94,EUR,134.94,EUR,0.27,PEAR IZUMI,GameToyAndHobbyShops
225873,2018-04-26 9:04:11,6650ebbe-5a09-422e-994f-4d61418f4523,GB,Domestic,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,GBP,15.67,GBP,15.67,GBP,0.03,VILLAGE FOOD CENTRE,GroceryStoresSupermarkets
225889,2018-04-26 9:06:15,b12e033a-c974-4b2b-8736-ee70504344d9,PL,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,PLN,23.27,PLN,23.27,PLN,0.05,ROSSMANN,CosmeticStores
225892,2018-04-26 9:06:53,480b82ac-ee32-42c0-8fc1-991cd5b60feb,GB,Domestic,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,GBP,4.15,GBP,4.15,GBP,0.01,VALVONA & CROLLA,MiscellaneousFoodStoresConven
225930,2018-04-26 9:13:32,b12e033a-c974-4b2b-8736-ee70504344d9,PL,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,PLN,99.60,PLN,99.60,PLN,0.20,Empik,BookStores
225931,2018-04-26 9:13:39,b2025bc9-ce4b-4ea8-9d4b-c2e16df26ef7,FR,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,15.00,EUR,15.00,EUR,0.03,BRICOMARCHE,GlassPaintWallpaperStores
225958,2018-04-26 9:20:02,b12e033a-c974-4b2b-8736-ee70504344d9,PL,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,PLN,5.98,PLN,5.98,PLN,0.01,Alma Krakow Sp. z o.o.,GroceryStoresSupermarkets
225965,2018-04-26 9:21:30,8e8a112b-ac14-4a20-8deb-39e0965a0c45,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,8.49,EUR,8.49,EUR,0.02,ICA AB/POSTIMAJA RIMI,GroceryStoresSupermarkets
225981,2018-04-26 9:24:45,43ec1070-d771-41fe-b341-077864bed152,JP,Intra,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,JPY,"20,000.00",GBP,131.93,GBP,-1.01,SEVEN BANK,ZMemberFinancialInstitut
226006,2018-04-26 9:28:22,e2ee3095-4b28-4831-b0f2-393c7c50c22a,RO,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,RON,"2,600.00",GBP,488.58,GBP,-0.98,6053/ING CURTEA DE ARG,ZMemberFinancialInstitut
226070,2018-04-26 9:29:58,b12e033a-c974-4b2b-8736-ee70504344d9,PL,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,PLN,51.98,PLN,51.98,PLN,0.10,Outlet PUMA - Futur,ShoeStores
226082,2018-04-26 9:32:00,b3abaf11-1854-4770-bfda-9cd016e162fc,LU,Intra,ECOM_PURCHASE,POS/ECOM,ECOM,UNKNOWN,SUCCESS,,EUR,23.02,EUR,23.02,EUR,0.05,AMAZON.ES COMPRA AMAZO,RMiscellaneousAndSpecial
226101,2018-04-26 9:35:54,09426faa-6310-4981-a88f-ec2faf23916c,PL,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,PLN,32.85,PLN,32.85,PLN,0.07,Podlasie,BarsCocktailLoungesDiscothe
226104,2018-04-26 9:36:07,e294deea-00cf-4876-b29b-e1ef19d1988f,LT,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,EUR,20.00,EUR,20.00,EUR,-0.52,DNB5022 Islandijos pl.,ZMemberFinancialInstitut
226105,2018-04-26 9:36:20,2a5c6bd9-262c-443c-823b-4c5b832fd528,CH,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,GBP,75.29,GBP,75.29,GBP,0.60,Il Rifugio Sagl,RMiscellaneousAndSpecial
226135,2018-04-26 9:43:36,b7ec37d0-e6d0-4ed5-a8e2-d4d5972c80db,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,4.50,GBP,4.50,GBP,0.01,LOTHIAN BUSES,BusLines
226142,2018-04-26 9:44:56,ffd5fb43-900a-49f8-8675-b4bc73c2e647,ES,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,3.00,EUR,3.00,EUR,0.01,BM ESTACION DURANGO,GroceryStoresSupermarkets
226157,2018-04-26 9:46:53,8e9cdbc8-830a-40f1-a3aa-4658356221c5,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,4.90,EUR,4.90,EUR,0.01,SUBWAY VOILEIV.VEESAAR,FastFoodRestaurants
226163,2018-04-26 9:49:00,5542b688-acb1-4758-a348-3459010a6fd0,GB,Domestic,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,GBP,36.34,GBP,36.34,GBP,0.07,TESCO PFS 3793,ServiceStationsWithOrWithou
226171,2018-04-26 9:50:14,09426faa-6310-4981-a88f-ec2faf23916c,PL,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,PLN,14.20,PLN,14.20,PLN,0.03,ZABKA Z5953 K.1,MiscellaneousFoodStoresConven
226191,2018-04-26 9:53:01,96d147b7-e4bb-46ab-84d5-659a4597bfe6,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,4.36,EUR,4.36,EUR,0.01,VEERENNI CAFE .VEERENN,FastFoodRestaurants
226195,2018-04-26 9:54:30,b4ea0535-bfbd-4032-aa4f-cc5e570b1c86,LI,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,CHF,13.65,CHF,13.65,CHF,0.03,COOP-4468 VADUZ MUHLEH,GroceryStoresSupermarkets
226205,2018-04-26 9:55:36,df82524f-4d8d-47c7-aa15-1aeb78516321,ES,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,3.15,EUR,3.15,EUR,0.01,PLAYA DE MURO - CERVEC,LodgingHotelsMotelsResorts
226222,2018-04-26 9:58:51,6f57019f-0690-494f-9d9a-382d74770a1d,PL,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,PLN,49.48,PLN,49.48,PLN,0.10,APTEKA,DrugStoresPharmacies
226232,2018-04-26 10:00:29,9df566f2-0d9b-46c1-a84f-547bd2e914fc,EE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,4.90,EUR,4.90,EUR,0.01,KEBAB HOUSE.GONSIORI 1,EatingPlacesRestaurants
226238,2018-04-26 10:01:16,bcec3055-8ab6-47d1-af43-20a6979bda5e,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,3.05,GBP,3.05,GBP,0.01,COSTA COFFEE 43035615,EatingPlacesRestaurants
226265,2018-04-26 10:04:34,9e7d1775-05f9-44ef-932d-5957be366520,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,5.90,GBP,5.90,GBP,0.01,SAINSBURYS SACAT (4477,GroceryStoresSupermarkets
226279,2018-04-26 10:06:57,4e925a39-e1f2-4596-8de6-6fd298417775,NL,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,EUR,40.00,EUR,40.00,EUR,-0.55,ZIJDELWAARDPLEIN 84,ZMemberFinancialInstitut
226285,2018-04-26 10:07:46,32755a98-ef4e-49cc-bbe4-34c12b42aaaf,FI,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,11.94,EUR,11.94,EUR,0.02,STADIUM,SportsApparelRidingApparelS
226290,2018-04-26 10:08:40,e294deea-00cf-4876-b29b-e1ef19d1988f,LT,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,7.50,EUR,7.50,EUR,0.02,UAB Kultura,EatingPlacesRestaurants
226337,2018-04-26 10:14:41,df82524f-4d8d-47c7-aa15-1aeb78516321,ES,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,89.00,EUR,89.00,EUR,0.18,BOUTIQUE ASSOS,MotionPictureTheaters
226347,2018-04-26 10:15:18,ab3e969b-0671-4315-9995-1216c069a059,IT,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,0.94,EUR,0.94,EUR,0.00,SISA,MiscellaneousFoodStoresConven
226354,2018-04-26 10:17:11,4c029044-9688-4314-b121-4391a4f63d79,SE,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,SEK,39.00,GBP,3.28,GBP,0.01,LENSTRAFIKEN OREBRO,BusLines
226368,2018-04-26 10:19:27,7236a09f-1574-4e6e-9074-3ac062e59581,IE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,NONE,SUCCESS,,EUR,1.30,EUR,1.30,EUR,0.00,Ireland Vending,MiscellaneousFoodStoresConven
226408,2018-04-26 10:24:25,37671b0a-bc88-46e3-8a97-26c6fee7e564,DE,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,EUR,70.40,EUR,70.40,EUR,0.14,HSO*GreaterUnionFirst,MotionPictureTheaters
226420,2018-04-26 10:26:42,aeb285c6-d4e1-4fdb-bf3e-f84d3db4659a,ES,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,54.90,EUR,54.90,EUR,0.11,CARREFOUR ALUCH,VarietyStores
226425,2018-04-26 10:27:20,381f59d1-4d4b-4e96-8eb2-116541800132,CH,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,CHF,14.90,CHF,14.90,CHF,0.12,SV SA RIST UBS SUGLI,EatingPlacesRestaurants
226454,2018-04-26 10:30:22,f90c27e1-c635-4335-90a4-bdd5e22aacd6,GB,Domestic,POS_PURCHASE,POS/ECOM,MANUAL,NONE,SUCCESS,,EUR,5.00,EUR,5.00,EUR,0.01,FB FUNDRAISER,ProfessionalServicesNotElsewh
